TRAIN_TT,TRAIN_CO,SM_TT,SM_CO,CAR_TT,CAR_CO,CHOICE
164,47,138,52,195,52,2
215,47,142,53,120,52,2
181,47,142,53,195,84,2
181,52,142,56,120,84,2
164,52,142,56,195,65,2
164,62,138,66,150,52,2
164,52,135,57,150,84,2
181,62,142,72,150,84,2
162,40,87,45,120,48,2
162,40,83,52,156,78,2
162,36,80,49,156,60,2
126,36,80,49,96,78,2
138,40,80,46,156,48,2
138,36,83,42,96,60,2
138,48,80,50,96,48,2
162,48,83,52,96,78,2
138,40,83,52,120,60,2
125,43,49,46,0,0,2
98,32,52,38,0,0,2
125,32,56,40,0,0,2
107,32,56,40,0,0,2
107,36,56,42,0,0,2
98,36,56,42,0,0,2
98,43,52,49,0,0,2
98,36,49,43,0,0,2
107,43,56,56,0,0,2
147,54,104,57,0,0,2
134,54,101,54,0,0,2
173,54,108,64,0,0,2
134,45,104,56,0,0,2
173,40,104,45,0,0,2
147,40,101,53,0,0,2
134,54,108,64,0,0,2
134,40,108,48,0,0,1
173,45,101,50,0,0,2
192,74,63,82,0,0,2
174,74,55,78,0,0,2
228,74,73,99,0,0,2
174,62,63,86,0,0,2
228,56,63,64,0,0,2
192,56,55,78,0,0,2
174,74,73,99,0,0,2
174,56,73,66,0,0,2
228,62,55,72,0,0,2
136,38,65,43,90,40,2
136,38,61,52,117,65,2
136,34,58,48,117,50,2
106,34,58,48,72,65,2
116,38,58,45,117,40,1
116,34,61,40,72,50,2
116,46,58,48,72,40,3
136,46,61,50,72,65,2
116,38,61,52,90,50,2
98,35,33,42,90,12,2
98,35,29,49,117,19,2
98,31,26,46,117,15,2
77,31,26,46,72,19,2
84,35,26,43,117,12,1
84,31,29,38,72,15,2
84,42,26,46,72,12,2
98,42,29,49,72,19,2
84,35,29,49,90,15,2
113,38,83,42,0,0,2
88,29,85,32,0,0,2
113,29,87,32,0,0,2
96,29,87,32,0,0,2
96,32,87,35,0,0,2
88,32,87,35,0,0,1
88,38,85,42,0,0,1
88,32,83,36,0,0,2
96,38,87,46,0,0,1
123,25,58,29,0,0,2
123,25,54,38,0,0,1
123,22,51,34,0,0,1
102,22,51,34,0,0,1
109,25,51,32,0,0,2
109,22,54,26,0,0,2
109,30,51,34,0,0,2
123,30,54,38,0,0,2
109,25,54,38,0,0,1
87,54,63,53,195,90,2
103,54,65,56,195,72,2
79,54,61,52,195,117,2
79,45,63,50,120,72,2
103,40,63,43,150,117,2
87,40,61,46,150,72,2
79,54,65,56,120,90,2
103,45,61,48,120,90,2
79,40,65,45,150,90,2
150,48,48,52,0,0,2
118,36,53,43,0,0,2
150,36,59,45,0,0,2
129,36,59,45,0,0,2
129,40,59,46,0,0,2
118,40,59,46,0,0,1
118,48,53,54,0,0,2
118,40,48,48,0,0,2
129,48,59,62,0,0,2
148,40,74,45,75,48,2
148,40,70,52,97,78,2
148,36,67,49,97,60,2
114,36,67,49,60,78,2
125,40,67,46,97,48,2
125,36,70,42,60,60,2
125,48,67,49,60,48,2
148,48,70,52,60,78,2
125,40,70,52,75,60,2
89,30,34,38,0,0,2
82,30,31,34,0,0,2
103,30,38,43,0,0,2
82,25,34,38,0,0,1
103,22,34,26,0,0,2
89,22,31,34,0,0,2
82,30,38,43,0,0,2
82,22,38,28,0,0,2
103,25,31,32,0,0,2
162,22,85,24,60,28,2
162,22,81,28,78,45,2
162,20,78,26,78,35,1
123,20,78,26,48,45,1
136,22,78,25,78,28,1
136,20,81,22,48,35,3
136,26,78,27,48,28,3
162,26,81,28,48,45,3
136,22,81,28,60,35,2
68,13,44,16,65,24,2
78,13,46,19,65,19,2
63,13,42,15,65,31,2
63,11,44,16,40,19,2
78,10,44,12,50,31,2
63,13,46,19,40,24,2
68,10,42,14,50,19,2
78,11,42,13,40,24,2
63,10,46,12,50,24,2
72,12,48,15,52,60,2
79,12,50,18,52,48,2
69,12,46,14,52,78,2
69,10,48,16,32,48,2
79,9,48,11,40,78,2
69,12,50,18,32,60,2
72,9,46,14,40,48,2
79,10,46,12,32,60,2
69,9,50,12,40,60,2
108,20,70,23,100,32,2
108,20,68,25,130,52,2
108,18,66,23,130,40,2
84,18,66,23,80,52,2
92,20,66,23,130,32,2
92,18,68,20,80,40,2
92,24,66,26,80,32,2
108,24,68,26,80,52,2
92,20,68,25,100,40,2
150,76,79,86,0,0,2
150,76,75,103,0,0,1
150,68,72,95,0,0,1
120,68,72,95,0,0,1
130,76,72,91,0,0,1
130,68,75,80,0,0,1
130,91,72,98,0,0,2
150,91,75,103,0,0,1
130,76,75,103,0,0,1
97,52,44,65,0,0,2
90,52,41,62,0,0,2
111,52,48,80,0,0,1
90,43,44,68,0,0,1
111,39,44,48,0,0,2
97,39,41,62,0,0,1
90,52,48,80,0,0,1
90,39,48,52,0,0,2
111,43,41,57,0,0,2
125,100,70,108,117,50,2
114,100,67,103,117,65,2
146,100,74,123,117,40,2
114,83,70,108,72,40,1
146,75,70,86,90,65,2
125,75,67,99,90,40,1
114,100,74,123,72,50,1
114,75,74,90,90,50,1
146,83,67,95,72,50,1
67,137,33,139,210,50,2
67,103,37,111,168,40,2
55,103,35,111,273,40,1
59,103,37,111,273,65,1
59,114,37,123,168,65,2
55,137,35,139,210,40,2
55,114,37,123,273,50,2
59,137,37,144,210,65,2
55,114,33,123,210,65,2
105,42,81,48,91,20,2
120,42,83,52,91,16,2
97,42,79,46,91,26,2
97,35,81,46,56,16,2
120,31,81,35,70,26,2
105,31,79,42,70,16,2
97,42,83,52,56,20,2
120,35,79,41,56,20,2
97,31,83,37,70,20,2
92,60,37,65,0,0,2
84,60,34,62,0,0,2
107,60,41,74,0,0,1
84,50,37,65,0,0,1
107,45,37,52,0,0,2
92,45,34,60,0,0,2
84,60,41,74,0,0,2
84,45,41,54,0,0,2
107,50,34,59,0,0,2
158,60,56,60,100,40,2
126,45,61,60,130,32,2
158,45,67,65,80,32,3
137,45,67,65,130,52,2
137,50,67,60,80,52,2
126,50,67,60,130,40,3
126,60,61,65,100,32,3
126,50,56,65,100,52,2
137,60,67,80,100,52,3
81,3120,26,3380,78,45,2
74,3120,23,3120,78,58,2
95,3120,30,4160,78,36,3
74,2600,26,4160,48,36,1
95,2340,26,3120,60,58,2
81,2340,23,4160,60,36,3
74,3120,30,4160,48,45,3
74,2340,30,3380,60,45,1
95,2600,23,3380,48,45,2
131,3120,54,3120,0,0,2
102,2340,57,3120,0,0,1
131,2340,61,3380,0,0,1
112,2340,61,3380,0,0,1
112,2600,61,3120,0,0,2
102,2600,61,3120,0,0,2
102,3120,57,3380,0,0,2
102,2600,54,3380,0,0,2
112,3120,61,4160,0,0,1
54,3120,30,3380,65,12,1
61,3120,32,4160,65,10,1
51,3120,28,3120,65,16,1
51,2600,30,4160,40,10,1
61,2340,30,3120,50,16,1
54,2340,28,4160,50,10,1
51,3120,32,4160,40,12,1
61,2600,28,3380,40,12,1
51,2340,32,3380,50,12,1
113,2600,48,3120,0,0,2
113,2600,44,4160,0,0,1
113,2340,41,4160,0,0,1
92,2340,41,4160,0,0,1
99,2600,41,3380,0,0,2
99,2340,44,3120,0,0,2
99,3120,41,3120,0,0,2
113,3120,44,3380,0,0,2
99,2600,44,4160,0,0,1
216,2600,138,3120,0,0,2
216,2600,134,4160,0,0,1
216,2340,131,4160,0,0,1
168,2340,131,4160,0,0,1
184,2600,131,3380,0,0,1
184,2340,134,3120,0,0,1
184,3120,131,3120,0,0,2
216,3120,134,3380,0,0,2
184,2600,134,4160,0,0,1
92,3120,39,3380,78,35,2
85,3120,36,3120,78,45,2
106,3120,43,4160,78,28,2
85,2600,39,4160,48,28,1
106,2340,39,3120,60,45,2
92,2340,36,4160,60,28,2
85,3120,43,4160,48,35,3
85,2340,43,3380,60,35,2
106,2600,36,3380,48,35,2
117,3120,64,3380,0,0,2
131,3120,68,4160,0,0,1
110,3120,61,3120,0,0,2
110,2600,64,4160,0,0,1
131,2340,64,3120,0,0,1
117,2340,61,4160,0,0,1
110,3120,68,4160,0,0,1
110,2340,68,3380,0,0,1
131,2600,61,3380,0,0,1
49,3120,25,3380,0,0,2
58,3120,27,4160,0,0,2
45,3120,23,3120,0,0,2
45,2600,25,4160,0,0,1
58,2340,25,3120,0,0,2
45,3120,27,4160,0,0,2
49,2340,23,4160,0,0,1
58,2600,23,3380,0,0,2
45,2340,27,3380,0,0,2
89,3120,34,3380,97,40,2
82,3120,31,3120,97,52,2
103,3120,38,4160,97,32,2
82,2600,34,4160,60,32,2
103,2340,34,3120,75,52,2
89,2340,31,4160,75,32,2
82,3120,38,4160,60,40,2
82,2340,38,3380,75,40,2
103,2600,31,3380,60,40,2
59,3120,26,3120,0,0,2
59,2340,30,3380,0,0,2
49,2340,28,3120,0,0,1
52,2340,30,3380,0,0,2
52,2600,30,3120,0,0,2
49,3120,28,3380,0,0,2
49,2600,30,3120,0,0,2
52,3120,30,4160,0,0,1
49,2600,26,3380,0,0,2
57,3120,33,3380,78,25,2
64,3120,35,4160,78,20,2
54,3120,31,3120,78,32,2
54,2600,33,4160,48,20,1
64,2340,33,3120,60,32,2
54,3120,35,4160,48,25,3
57,2340,31,4160,60,20,3
64,2600,31,3380,48,25,2
54,2340,35,3380,60,25,1
116,3120,46,3120,0,0,1
102,2340,53,3380,0,0,2
95,2340,49,3120,0,0,2
116,2340,53,3380,0,0,1
102,2600,53,3120,0,0,2
95,2600,53,3120,0,0,1
95,3120,49,3380,0,0,1
95,2600,46,3380,0,0,2
102,3120,53,4160,0,0,1
158,3120,76,3120,0,0,2
122,2340,79,3120,0,0,1
158,2340,83,3380,0,0,1
134,2340,83,3380,0,0,1
134,2600,83,3120,0,0,1
122,2600,83,3120,0,0,1
122,3120,79,3380,0,0,2
122,2600,76,3380,0,0,1
134,3120,83,4160,0,0,1
108,3120,36,3120,0,0,2
87,2340,39,3120,0,0,2
108,2340,43,3380,0,0,2
94,2340,43,3380,0,0,2
94,2600,43,3120,0,0,2
87,2600,43,3120,0,0,2
87,3120,39,3380,0,0,2
87,2600,36,3380,0,0,2
94,3120,43,4160,0,0,1
162,3120,54,3380,0,0,2
148,3120,48,3120,0,0,2
191,3120,62,4160,0,0,2
148,2600,54,4160,0,0,2
191,2340,54,3120,0,0,2
162,2340,48,4160,0,0,2
148,3120,62,4160,0,0,1
148,2340,62,3380,0,0,1
191,2600,48,3380,0,0,2
104,2600,39,3120,110,80,1
104,2600,35,4160,143,130,2
104,2340,32,4160,143,100,1
83,2340,32,4160,88,130,1
90,2600,32,3380,143,80,2
90,2340,35,3120,88,100,2
90,3120,32,3120,88,80,2
104,3120,35,3380,88,130,1
90,2600,35,4160,110,100,1
54,3120,30,3380,0,0,2
51,3120,28,3120,0,0,2
61,3120,32,4160,0,0,2
51,2600,30,4160,0,0,1
61,2340,30,3120,0,0,2
54,2340,28,4160,0,0,1
51,3120,32,4160,0,0,2
51,2340,32,3380,0,0,1
61,2600,28,3380,0,0,2
133,3120,57,3380,0,0,2
122,3120,52,3120,0,0,1
154,3120,63,4160,0,0,1
122,2600,57,4160,0,0,1
154,2340,57,3120,0,0,1
133,2340,52,4160,0,0,1
122,3120,63,4160,0,0,1
122,2340,63,3380,0,0,1
154,2600,52,3380,0,0,1
103,3120,31,3120,60,40,2
82,2340,34,3120,78,32,2
103,2340,38,3380,48,32,2
89,2340,38,3380,78,52,1
89,2600,38,3120,48,52,2
82,2600,38,3120,78,40,2
82,3120,34,3380,60,32,1
82,2600,31,3380,60,52,1
89,3120,38,4160,60,52,1
61,2600,32,3120,40,20,1
61,2340,28,4160,52,25,1
61,2600,30,4160,52,32,2
51,2340,28,4160,32,32,1
54,2600,28,3380,52,20,2
54,3120,28,3120,32,20,2
54,2340,30,3120,32,25,1
54,2600,30,4160,40,25,1
61,3120,30,3380,32,32,2
82,3120,27,3380,117,100,2
75,3120,24,3120,117,130,2
96,3120,31,4160,117,80,2
75,2600,27,4160,72,80,1
96,2340,27,3120,90,130,1
82,2340,24,4160,90,80,3
75,3120,31,4160,72,100,2
75,2340,31,3380,90,100,2
96,2600,24,3380,72,100,3
55,3120,31,3380,52,35,2
62,3120,33,4160,52,28,1
52,3120,29,3120,52,45,2
52,2600,31,4160,32,28,1
62,2340,31,3120,40,45,2
52,3120,33,4160,32,35,2
55,2340,29,4160,40,28,2
62,2600,29,3380,32,35,2
52,2340,33,3380,40,35,1
92,3120,55,3120,60,40,2
92,2340,59,3380,48,32,1
75,2340,57,3120,78,32,1
81,2340,59,3380,78,52,1
81,2600,59,3120,48,52,1
75,3120,57,3380,60,32,2
75,2600,59,3120,78,40,1
81,3120,59,4160,60,52,1
75,2600,55,3380,60,52,1
150,3120,74,3380,156,50,2
139,3120,69,3120,156,65,2
171,3120,80,4160,156,40,2
139,2600,74,4160,96,40,2
171,2340,74,3120,120,65,2
150,2340,69,4160,120,40,2
139,3120,80,4160,96,50,2
139,2340,80,3380,120,50,2
171,2600,69,3380,96,50,2
51,2600,22,3120,50,20,2
51,2340,18,4160,65,25,2
51,2600,20,4160,65,32,2
41,2340,18,4160,40,32,2
44,2600,18,3380,65,20,2
44,3120,18,3120,40,20,2
44,2340,20,3120,40,25,2
44,2600,20,4160,50,25,2
51,3120,20,3380,40,32,2
61,3120,28,3120,50,60,2
61,2340,32,3380,40,48,2
51,2340,30,3120,65,48,2
54,2340,32,3380,65,78,1
54,2600,32,3120,40,78,2
51,3120,30,3380,50,48,2
51,2600,32,3120,65,60,1
54,3120,32,4160,50,78,1
51,2600,28,3380,50,78,2
120,3120,65,3380,130,150,2
110,3120,62,3120,130,195,2
141,3120,69,4160,130,120,2
110,2600,65,4160,80,120,2
141,2340,65,3120,100,195,2
120,2340,62,4160,100,120,2
110,3120,69,4160,80,150,2
110,2340,69,3380,100,150,2
141,2600,62,3380,80,150,2
63,3120,29,3120,0,0,2
63,2340,33,3380,0,0,2
51,2340,31,3120,0,0,2
55,2340,33,3380,0,0,2
55,2600,33,3120,0,0,2
51,2600,33,3120,0,0,2
51,3120,31,3380,0,0,2
55,3120,33,4160,0,0,2
51,2600,29,3380,0,0,2
69,3120,45,3380,0,0,2
76,3120,47,4160,0,0,2
66,3120,43,3120,0,0,2
66,2600,45,4160,0,0,1
76,2340,45,3120,0,0,1
66,3120,47,4160,0,0,1
69,2340,43,4160,0,0,1
76,2600,43,3380,0,0,2
66,2340,47,3380,0,0,2
103,1850,38,2220,0,0,2
103,1850,34,2960,0,0,1
103,1665,31,2960,0,0,1
82,1665,31,2960,0,0,1
89,1850,31,2405,0,0,2
89,1665,34,2220,0,0,1
89,2220,31,2220,0,0,2
103,2220,34,2405,0,0,2
89,1850,34,2960,0,0,1
98,2220,26,2220,0,0,2
77,1665,29,2220,0,0,2
98,1665,33,2405,0,0,2
84,1665,33,2405,0,0,2
84,1850,33,2220,0,0,2
77,1850,33,2220,0,0,2
77,2220,29,2405,0,0,2
77,1850,26,2405,0,0,2
84,2220,33,2960,0,0,1
81,2220,48,2220,0,0,2
81,1665,52,2405,0,0,1
71,1665,50,2220,0,0,2
74,1665,52,2405,0,0,1
74,1850,52,2220,0,0,2
71,1850,52,2220,0,0,1
71,2220,50,2405,0,0,1
74,2220,52,2960,0,0,1
71,1850,48,2405,0,0,2
54,1850,25,2220,60,24,1
54,1850,23,2960,78,39,2
54,1665,21,2960,78,30,1
44,1665,21,2960,48,39,2
47,1850,21,2405,78,24,2
47,1665,23,2220,48,30,2
47,2220,21,2220,48,24,2
54,2220,23,2405,48,39,2
47,1850,23,2960,60,30,1
78,2220,23,2405,0,0,2
71,2220,20,2220,0,0,2
92,2220,27,2960,0,0,2
71,1850,23,2960,0,0,1
92,1665,23,2220,0,0,1
78,1665,20,2960,0,0,2
71,2220,27,2960,0,0,2
71,1665,27,2405,0,0,1
92,1850,20,2405,0,0,2
99,1850,34,2220,0,0,2
99,1850,30,2960,0,0,2
99,1665,27,2960,0,0,2
78,1665,27,2960,0,0,2
85,1850,27,2405,0,0,1
85,1665,30,2220,0,0,2
85,2220,27,2220,0,0,2
99,2220,30,2405,0,0,1
85,1850,30,2960,0,0,2
128,2220,56,2220,0,0,2
107,1665,59,2220,0,0,1
128,1665,63,2405,0,0,1
114,1665,63,2405,0,0,1
114,1850,63,2220,0,0,1
107,1850,63,2220,0,0,1
107,2220,59,2405,0,0,1
107,1850,56,2405,0,0,1
114,2220,63,2960,0,0,1
53,208,20,208,40,20,2
53,156,24,225,32,16,1
43,156,22,208,52,16,1
46,156,24,225,52,26,1
46,173,24,208,32,26,1
43,173,24,208,52,20,1
43,208,22,225,40,16,1
46,208,24,277,40,26,1
43,173,20,225,40,26,1
90,307,37,333,0,0,2
83,307,34,307,0,0,2
104,307,41,410,0,0,1
83,256,37,410,0,0,1
104,230,37,307,0,0,1
90,230,34,410,0,0,1
83,307,41,410,0,0,1
83,230,41,333,0,0,1
104,256,34,333,0,0,1
76,252,45,302,0,0,2
76,227,41,403,0,0,1
76,252,43,403,0,0,1
62,227,41,403,0,0,1
67,252,41,328,0,0,2
67,302,41,302,0,0,2
67,227,43,302,0,0,2
67,252,43,403,0,0,1
76,302,43,328,0,0,2
59,122,26,122,40,25,2
59,92,30,133,32,20,2
49,92,28,122,52,20,2
52,92,30,133,52,32,2
52,102,30,122,32,32,2
49,122,28,133,40,20,2
49,102,30,122,52,25,2
52,122,30,163,40,32,2
49,102,26,133,40,32,2
57,268,33,290,117,35,2
64,268,35,357,117,28,1
54,268,31,268,117,45,2
54,223,33,357,72,28,1
64,201,33,268,90,45,2
57,201,31,357,90,28,1
54,268,35,357,72,35,1
64,223,31,290,72,35,2
54,201,35,290,90,35,1
79,295,55,320,78,40,2
86,295,57,394,78,32,1
76,295,53,295,78,52,2
76,246,55,394,48,32,1
86,221,55,295,60,52,2
76,295,57,394,48,40,2
79,221,53,394,60,32,2
86,246,53,320,48,40,2
76,221,57,320,60,40,1
49,268,25,290,0,0,2
46,223,25,357,0,0,1
56,201,25,268,0,0,1
69,268,45,290,0,0,2
66,223,45,357,0,0,1
76,201,45,268,0,0,2
49,201,23,357,0,0,1
69,201,43,357,0,0,2
46,268,27,357,0,0,1
66,268,47,357,0,0,2
46,268,23,268,0,0,2
56,268,27,357,0,0,1
46,201,27,290,0,0,2
66,268,43,268,0,0,2
76,268,47,357,0,0,1
66,201,47,290,0,0,1
56,223,23,290,0,0,2
76,223,43,290,0,0,2
56,282,23,282,40,30,2
56,211,27,305,32,24,2
46,211,25,282,52,24,2
49,211,27,305,52,39,2
49,235,27,282,32,39,2
46,282,25,305,40,24,2
46,235,27,282,52,30,2
49,282,27,376,40,39,1
46,235,23,305,40,39,2
61,199,32,239,0,0,2
61,179,28,318,0,0,1
61,199,30,318,0,0,1
51,179,28,318,0,0,1
54,199,28,259,0,0,1
54,239,28,239,0,0,1
54,179,30,239,0,0,2
54,199,30,318,0,0,1
61,239,30,259,0,0,2
53,2007,24,2408,40,20,2
53,2007,22,3211,52,32,1
53,1806,20,3211,52,25,1
43,1806,20,3211,32,32,1
46,2007,20,2609,52,20,1
46,1806,22,2408,32,25,1
46,2408,20,2408,32,20,2
53,2408,22,2609,32,32,2
46,2007,22,3211,40,25,1
74,235,45,282,60,24,2
74,211,41,376,78,30,2
74,235,43,376,78,39,2
64,211,41,376,48,39,2
67,235,41,305,78,24,2
67,282,41,282,48,24,2
67,211,43,282,48,30,2
67,235,43,376,60,30,2
74,282,43,305,48,39,2
66,360,31,360,60,40,2
66,270,35,390,48,32,2
52,270,33,360,78,32,2
57,270,35,390,78,52,2
57,300,35,360,48,52,2
52,360,33,390,60,32,2
52,300,35,360,78,40,2
57,360,35,480,60,52,2
52,300,31,390,60,52,2
66,223,37,268,40,24,2
66,201,33,357,52,30,1
66,223,35,357,52,39,2
56,201,33,357,32,39,2
59,223,33,290,52,24,2
59,268,33,268,32,24,2
59,201,35,268,32,30,2
59,223,35,357,40,30,2
66,268,35,290,32,39,2
69,308,32,308,60,40,2
69,231,36,334,48,32,2
53,231,34,308,78,32,2
58,231,36,334,78,52,2
58,257,36,308,48,52,2
53,308,34,334,60,32,2
53,257,36,308,78,40,2
58,308,36,411,60,52,1
53,257,32,334,60,52,2
69,246,36,295,60,32,2
69,221,32,394,78,40,2
69,246,34,394,78,52,2
53,221,32,394,48,52,2
58,246,32,320,78,32,2
58,295,32,295,48,32,2
58,221,34,295,48,40,2
58,246,34,394,60,40,2
69,295,34,320,48,52,2
105,180,52,195,78,40,2
95,180,49,180,78,52,2
124,180,56,240,78,32,3
95,150,52,240,48,32,3
124,135,52,180,60,52,2
105,135,49,240,60,32,3
95,180,56,240,48,40,3
95,135,56,195,60,40,3
124,150,49,195,48,40,1
61,1500,32,1800,50,24,2
61,1350,28,2400,65,30,2
61,1500,30,2400,65,39,2
51,1350,28,2400,40,39,2
54,1500,28,1950,65,24,2
54,1800,28,1800,40,24,2
54,1350,30,1800,40,30,2
54,1500,30,2400,50,30,2
61,1800,30,1950,40,39,2
149,82,94,90,0,0,2
138,82,91,84,0,0,2
171,82,98,105,0,0,2
138,68,94,90,0,0,1
171,61,94,71,0,0,2
149,61,91,84,0,0,2
138,82,98,105,0,0,2
138,61,98,76,0,0,1
171,68,91,81,0,0,2
99,72,44,84,104,50,2
113,72,48,94,104,40,2
92,72,41,78,104,65,2
92,60,44,84,64,40,2
113,54,44,65,80,65,2
92,72,48,94,64,50,2
99,54,41,78,80,40,2
113,60,41,74,64,50,2
92,54,48,68,80,50,2
130,54,104,60,0,0,2
130,54,102,68,0,0,2
130,49,100,65,0,0,2
105,49,100,65,0,0,1
113,54,100,60,0,0,1
113,49,102,54,0,0,1
113,65,100,71,0,0,1
130,65,102,71,0,0,2
113,54,102,68,0,0,1
172,94,92,94,120,140,2
131,70,95,78,156,112,2
172,70,99,81,96,112,2
145,70,99,81,156,182,2
145,78,99,84,96,182,2
131,78,99,84,156,140,2
131,94,95,99,120,112,2
131,78,92,88,120,182,2
145,94,99,112,120,182,2
261,105,106,118,0,0,2
261,94,88,133,0,0,2
261,105,96,146,0,0,2
207,94,88,133,0,0,2
225,105,88,122,0,0,2
225,126,88,133,0,0,2
225,94,96,109,0,0,2
225,105,96,146,0,0,2
261,126,96,140,0,0,2
61,35,28,38,40,25,2
51,26,30,32,52,20,2
61,26,32,32,32,20,3
54,26,32,32,52,32,2
54,29,32,34,32,32,2
51,29,32,34,52,25,2
51,35,30,42,40,20,3
51,29,28,36,40,32,2
54,35,32,53,40,32,1
190,91,111,94,120,70,2
151,68,114,78,156,56,2
190,68,118,81,96,56,3
164,68,118,81,156,91,2
164,76,118,84,96,91,2
151,76,118,84,156,70,2
151,91,114,99,120,56,2
151,76,111,88,120,91,2
164,91,118,112,120,91,3
61,17,32,20,0,0,2
61,15,28,23,0,0,1
61,17,30,26,0,0,2
51,15,28,23,0,0,1
54,17,28,22,0,0,1
54,20,28,23,0,0,2
54,15,30,19,0,0,2
54,17,30,26,0,0,1
61,20,30,26,0,0,1
219,176,86,198,150,68,2
219,176,78,245,195,110,1
219,158,72,225,195,85,1
170,158,72,225,120,110,1
186,176,72,210,195,68,1
186,158,78,184,120,85,1
186,211,72,225,120,68,2
219,211,78,245,120,110,1
186,176,78,245,150,85,1
76,70,43,77,60,30,2
66,52,45,63,78,24,2
76,52,47,65,48,24,3
69,52,47,65,78,39,2
69,58,47,68,48,39,3
66,58,47,68,78,30,2
66,70,45,85,60,24,2
66,58,43,72,60,39,2
69,70,47,106,60,39,3
328,83,101,100,0,0,1
328,83,87,133,0,0,2
328,75,76,133,0,0,2
249,75,76,133,0,0,2
275,83,76,108,0,0,2
275,75,87,100,0,0,2
275,100,76,100,0,0,2
328,100,87,108,0,0,2
275,83,87,133,0,0,2
59,100,35,108,156,110,2
66,100,37,133,156,88,3
56,100,33,100,156,143,2
56,83,35,133,96,88,3
66,75,35,100,120,143,2
59,75,33,133,120,88,1
56,100,37,133,96,110,3
66,83,33,108,96,110,3
56,75,37,108,120,110,1
135,100,59,108,156,100,2
156,100,65,133,156,80,2
124,100,54,100,156,130,2
124,83,59,133,96,80,2
156,75,59,100,120,130,2
124,100,65,133,96,100,2
135,75,54,133,120,80,2
156,83,54,108,96,100,2
124,75,65,108,120,100,2
56,100,23,100,0,0,2
46,75,25,100,0,0,2
56,75,27,108,0,0,2
49,75,27,108,0,0,2
49,83,27,100,0,0,2
46,83,27,100,0,0,2
46,100,25,108,0,0,2
46,83,23,108,0,0,2
49,100,27,133,0,0,1
117,4200,49,5040,90,40,2
117,4200,45,6720,117,65,2
117,3780,42,6720,117,50,2
92,3780,42,6720,72,65,1
100,4200,42,5460,117,40,2
100,3780,45,5040,72,50,2
100,5040,42,5040,72,40,2
117,5040,45,5460,72,65,2
100,4200,45,6720,90,50,2
106,5040,64,5040,90,50,0
106,3780,68,5460,72,40,0
82,3780,66,5040,117,40,0
90,3780,68,5460,117,65,0
90,4200,68,5040,72,65,0
82,5040,66,5460,90,40,0
82,4200,68,5040,117,50,0
90,5040,68,6720,90,65,0
82,4200,64,5460,90,65,0
101,5040,31,5040,0,0,2
80,3780,34,5040,0,0,2
101,3780,38,5460,0,0,2
87,3780,38,5460,0,0,1
87,4200,38,5040,0,0,2
80,4200,38,5040,0,0,2
80,5040,34,5460,0,0,2
80,4200,31,5460,0,0,2
87,5040,38,6720,0,0,1
84,5040,44,5040,50,35,2
84,3780,48,5460,40,28,2
63,3780,46,5040,65,28,2
70,3780,48,5460,65,45,2
70,4200,48,5040,40,45,2
63,5040,46,5460,50,28,2
63,4200,48,5040,65,35,2
70,5040,48,6720,50,45,2
63,4200,44,5460,50,45,2
71,5040,36,5040,60,150,2
71,3780,40,5460,48,120,2
57,3780,38,5040,78,120,2
62,3780,40,5460,78,195,2
62,4200,40,5040,48,195,2
57,5040,38,5460,60,120,2
57,4200,40,5040,78,150,2
62,5040,40,6720,60,195,1
57,4200,36,5460,60,195,2
110,5040,68,5040,120,70,2
110,3780,72,5460,96,56,2
86,3780,70,5040,156,56,2
94,3780,72,5460,156,91,2
94,4200,72,5040,96,91,1
86,4200,72,5040,156,70,1
86,5040,70,5460,120,56,1
94,5040,72,6720,120,91,1
86,4200,68,5460,120,91,1
66,4200,35,5040,0,0,2
66,3780,31,6720,0,0,1
66,4200,33,6720,0,0,2
52,3780,31,6720,0,0,1
57,4200,31,5460,0,0,2
57,5040,31,5040,0,0,2
57,3780,33,5040,0,0,2
57,4200,33,6720,0,0,1
66,5040,33,5460,0,0,2
88,5040,35,5460,78,30,2
81,5040,32,5040,78,39,2
102,5040,39,6720,78,24,2
81,4200,35,6720,48,24,2
102,3780,35,5040,60,39,2
88,3780,32,6720,60,24,2
81,5040,39,6720,48,30,2
81,3780,39,5460,60,30,2
102,4200,32,5460,48,30,2
71,5040,38,5040,0,0,2
61,3780,40,5040,0,0,2
71,3780,42,5460,0,0,2
64,3780,42,5460,0,0,2
64,4200,42,5040,0,0,2
61,4200,42,5040,0,0,2
61,5040,40,5460,0,0,2
61,4200,38,5460,0,0,2
64,5040,42,6720,0,0,1
112,4200,74,5040,80,96,2
112,3780,70,6720,104,120,1
112,4200,72,6720,104,156,1
88,3780,70,6720,64,156,1
96,4200,70,5460,104,96,2
96,5040,70,5040,64,96,2
96,3780,72,5040,64,120,1
96,4200,72,6720,80,120,1
112,5040,72,5460,64,156,2
94,5040,55,5040,100,50,2
94,3780,59,5460,80,40,2
75,3780,57,5040,130,40,1
81,3780,59,5460,130,65,2
81,4200,59,5040,80,65,1
75,5040,57,5460,100,40,2
75,4200,59,5040,130,50,1
81,5040,59,6720,100,65,1
75,4200,55,5460,100,65,1
71,4200,42,5040,50,24,2
71,3780,38,6720,65,30,1
71,4200,40,6720,65,39,2
61,3780,38,6720,40,39,2
64,4200,38,5460,65,24,1
64,5040,38,5040,40,24,2
